position,id,title,description,publishedAt,defaultLanguage,country,viewCount,subscriberCount,videoCount,thumbnail,keywords,topicDetails
87,UCUyYyHeq4sF9dgm_AudZjrQ,"Física em Python","Python básico no contexto da física. No momento estou num projeto de uma série de videoaulas de Python Para estudantes e professores de Física. Mesmo que Física não seja sua praia, os conceitos apresentados estão no alcance de todos!",2020-04-19T22:02:40.967606Z,,BR,10897,474,34,https://yt3.ggpht.com/ytc/AIdro_mM_IKh2VJdu2T2oqwXHuwm058up7UaTuoGDaxokT9aTw=s800-c-k-c0x00ffffff-no-rj,Python|Programação|Física,"Lifestyle (parent topic)|Knowledge|Technology"
88,UCT372EAC1orBOSUd2fsA8WA,"Chicago Python Users Group","Founded in 2003, Chicago Python User Group ( http://chipy.org ), AKA ChiPy (pronounced chip-pee) is one of the world's most active programming language special interest groups with over 1,500 active members and many more prestigious alumni. Our main focus is the Python Programming Language. There are many ways to get and stay involved. Meetings are open to all levels. Our main (Loop) meetings start at 6pm on the 2nd Thursday of every month at all different locations around downtown Chicago. Stay tuned for a range of other events including our Special Interest Group (SIG) meetings and Project Nights.",2017-08-09T01:08:54Z,,US,194727,2130,213,https://yt3.ggpht.com/ytc/AIdro_lOoruXOQYGfYmDq-_E48G2PxMc6W-uHYJdcdegiPa1Mg=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
89,UCmatEGW5pgW5SrNrkOzRD4A,"AlgoritmosAZ - Python","Aprenda o básico sobre algoritmos utilizando a linguagem Python. Em seguida, aprimore sua habilidade com algoritmos através de exercícios resolvidos.",2015-03-11T18:55:35Z,,,1966,136,8,https://yt3.ggpht.com/ytc/AIdro_mxT8ALovklruSDjG5q4T9tCuDpcY4GCOn2Ye7RqxmtIQ=s800-c-k-c0x00ffffff-no-rj,"Algoritmos|programação|python|resolução de problemas","Technology|Knowledge|Lifestyle (parent topic)"
90,UCS5RtJRUiXF54o3bBGWCAxA,"Python Fun","Uma abordagem diferente para ensinar Python, principalmente para pessoas que não são da área de programação. Conteúdo produzido por Juliana Servidoni, jornalista que ama programação e utiliza linguagem Python. e-mail juservi@gmail.com",2019-11-22T15:19:33.236749Z,,BR,8398,376,22,https://yt3.ggpht.com/SXJiVcAX3o3RPdJQLC9CoucON0vVFnruygTiPBcig2mYd_OXCgIeyUieM9hLQRxp90pbfXY8Lg=s800-c-k-c0x00ffffff-no-rj,"python 3.7|tutorial python","Lifestyle (parent topic)|Knowledge|Technology"
91,UCQBSz_BNSVAFs1_XrzxfhIw,"Cometa Python","COMETAPYTHON é um canal exclusivamente para programação PYTHON.",2013-10-15T20:21:02Z,,BR,14348,361,15,https://yt3.ggpht.com/iXu4vmB1cI2-sqgxeEbV-ECokUMFE_oGs0AXa2dqqKlrOxVBKJ6jgfCY7fDU3NGKx4cOA8hsrw=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
92,UCHOL0fN4Aoa2MNUHtBvclyQ,"Prodígio Python","O canal Prodígio Python é o lugar perfeito para quem quer aprender a automatizar tarefas e melhorar sua produtividade usando a poderosa linguagem de programação Python. Nós oferecemos tutoriais passo a passo, dicas e truques, e mostramos como usar as bibliotecas e frameworks mais populares para construir scripts e robôs incríveis. Se você é iniciante ou já tem alguma experiência com programação, nós temos conteúdo para você. Seja você um empreendedor, estudante ou profissional, nós o ajudaremos a otimizar sua rotina e alcançar seus objetivos com a ajuda do Python. Então, inscreva-se agora e junte-se à nossa comunidade de Prodígios Python!",2022-12-25T18:16:50.861748Z,,BR,6551,49,42,https://yt3.ggpht.com/61j3O_UJbjehbX1bmBny4M0yIEUoDi9O6sXZgz_6S-kIac95eYj88dhuyVCVKwaaK5ZNUxDDkA=s800-c-k-c0x00ffffff-no-rj,,"Technology|Gaming (parent topic)|Lifestyle (parent topic)|Knowledge"
93,UCLRXGSdAbsHGlSDMTTai51g,"Python Sudeste",,2016-11-16T18:14:39Z,,,6327,202,14,https://yt3.ggpht.com/ytc/AIdro_kLsjfKe3Fz3wcp0iS-RjwwOIlRvU-8RbAgzr4naWIvDg=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
94,UCaKJ9J74NI0QsedVPCYvBng,"Python Arabia بايثون ارابيا","Python Arabia is a collection of efforts to learn the Arabs developer advanced level of programming and cloud using Python language and related frameworks ... small support will push us far .. Thanks! القناة مهتمه بدعم المبرمجين العرب لمهارات برمجة المواقع والتكنولوجيا السحابية بفضل الله و دعمكم نستمر https://www.buymeacoffee.com/pythonarabia ",2020-12-03T08:01:36.637508Z,,EG,181527,4640,47,https://yt3.ggpht.com/ytc/AIdro_mF1_mNfykTV84Vd847FI1ojubsYLfS8nWWDlQ6or4a1A=s800-c-k-c0x00ffffff-no-rj,python|django|flask|developing|api|بايثون|دجانجو|فلاسك|برمجة|celery|devops|Redis|mongodb,"Lifestyle (parent topic)|Technology|Knowledge"
95,UCGvWNU6m-G_pzMwtRyw4UPw,"Mantu ji python ",,2024-11-22T03:51:35.279367Z,,,1229,6,13,https://yt3.ggpht.com/msleTe-W0xOLLyZw05op7s9OvMggnn_1NmEy_7tX68njGCCgfDoxc2zTLfRMcdI1R3PY3-QiAF8=s800-c-k-c0x00ffffff-no-rj,,"Technology|Lifestyle (parent topic)|Hobby"
96,UCa6tm-RwMYl3I9RonsnbAuQ,"FWP - Fun With Python!","Coisas legais, interessantes, algumas divertidas (outras nem tanto). Tudo escrito em Python! ",2020-04-21T18:22:11.459026Z,,,8729,34,73,https://yt3.ggpht.com/vBxn2jZaagXw3z-4kUqp2RsM4WloT_TKoxbxS9kRT3tHnucP-IJvdg09GaZGuTvemdlOAozA4ks=s800-c-k-c0x00ffffff-no-rj,,"Football|Sports (parent topic)|Society (parent topic)|Motorsport"
97,UCULoqsLqxDitb5fFwvQPb5w,"Python Simplificado",,2025-02-03T19:13:28.889294Z,,,177,29,10,https://yt3.ggpht.com/B5taKsXsqVS_GsA1-Zlxb5CCVvovOEZk2FDUdnu2JYi2jzU46oRnCIHcNKa12L5I0OuXIfdW7Q=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
98,UCTfunCMzyVMEl4zjNVrpobQ,"I love Python","Passei um bom tempo estudando outras linguagens, como dizem conhecimento nunca é demais, mas quanto mais aprendo sobre as outras linguagens mais me pergunto como python consegue simplificar tantos as coisas, ainda mais com suas inúmeras bibliotecas que acabam fazendo com que você fique indeciso na hora de escolher, por isso passarei meu tempo livre me dedicando a aprender mais sobre essa fabulosa linguagem e sempre que possível compartilharei algum conhecimento por aqui, estou inteiramente aberto a criticas e sugestões, até porque estou entrando no mundo a edição de vídeo agora, sei que tenho muito a melhorar, mas tenham certeza que sempre farei o melhor dentro dos meus limites de conhecimento, no mais espero respeito dos que aqui vierem a comentar, não para mim que já estou acostumado com todo tipo de coisas, mas espero que respeitem os seus colegas usuários que direta, ou indiretamente fazem com que fazem com que essa plataforma seja o que é hoje. ",2020-12-04T00:18:19.107175Z,,BR,89949,848,476,https://yt3.ggpht.com/8TNl_q5g5rxarEZ_z6grkeepC8vBnE4JEREfSdvNOmpJ4z4S6DRv0EerWVujkASPiZo89ISr=s800-c-k-c0x00ffffff-no-rj,"Python|programação|program|django|desenvolvimento de software","Technology|Knowledge|Lifestyle (parent topic)"
99,UCwjs8WsE8Skcs26w5zc_2yw,"ACERVO PYTHON","💻 CURSO DE PYTHON AVANÇADO: ",2023-02-14T10:53:14.276957Z,,,2794,907,72,https://yt3.ggpht.com/e-79etJmd2vow6jWsDrR9zAC0vwKeWx3__X8bQGjqyv5PpshTFh_HvlCaoL7ibiMgfwPom-r=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
100,UCyFJ6UAVgzgWuqIKEB46X9Q,"Python BR IFSP",,2015-09-04T17:16:43Z,,,4658,68,8,https://yt3.ggpht.com/ytc/AIdro_lgWIIElKMr6tmXiBW424Tw0v4j4zQDWRwegO-E8lzJag=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
101,UCUAVDPguRzqHySnZw64CcOg,"Python Software Foundation","The Python Software Foundation (PSF) is a 501(c)(3) non-profit corporation that helps support Python and its community. The mission of the Python Software Foundation is to promote, protect, and advance the Python programming language, and to support and facilitate the growth of a diverse and international community of Python programmers. Help the PSF continue with its mission by donating! https://www.python.org/psf/donations/",2020-05-08T15:12:26.477251Z,,US,25406,1270,56,https://yt3.ggpht.com/ytc/AIdro_n9xEAsyWDK3v8Ab7e7Nllm4-c1bXjYSvU2mYI-AAflLw=s800-c-k-c0x00ffffff-no-rj,,"Politics|Society (parent topic)|Knowledge"
102,UCirblMqzMAUQTfCrYhdXzmw,"Python Fãs",,2024-06-18T21:30:08.468994Z,,,458,9,20,https://yt3.ggpht.com/4y1y5dWy6MkbfhKQaNY8mkaarvfX3QKTxDh3rqXwor9b_Eh_ab6w8ClPiS9zfgZrSuyk8KB0Fw=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
103,UC1uj19dZQXa17-SqNGpVNLw,"はやたす | Python・データサイエンスコーチ","フリーランスのデータサイエンティスト（Python / 機械学習） TechFrontier(テクフロ)主催 | 著書【Pythonブートキャンプ】 | Python&データサイエンス YouTube5.7万人 | 数学科卒 | Kaggle Expert | Udemy受講者6,000人 | 情報系大学で講演 | 環境構築で挫折▶︎8ヶ月で独立▶︎東証一部企業3社で案件▶︎月単価100万↑ ビジネス活用やキャリアアップ、転職のためにプログラミングを習得したいと考えている社会人の方に向けて発信しています🔈 English Ver: Freelance Data Scientist (Python / Machine Learning) Organizer of TechFrontier, Author of “Python Bootcamp”, 57K subscribers on a YouTube channel focused on Python & Data Science, Mathematics graduate, 6,000+ Udemy students, Guest speaker at IT universities. Overcame the hurdle of environment setup → became independent in 8 months → worked with 3 publicly listed companies → earning over 1 million yen/month per project. I share insights for working professionals who want to learn programming for business applications, career advancement, or transitioning to a new job. ",2020-01-03T04:56:15.131275Z,,JP,3536361,60100,125,https://yt3.ggpht.com/KIbrFsZqkwurG0AXCy8l39kceMoRnOoKmdk443dYgjMEiJ4uZpfIufqbI8cLc9csTmE8-vjaTFU=s800-c-k-c0x00ffffff-no-rj,Python|プログラミング|機械学習|AI|データサイエンス,"Lifestyle (parent topic)|Technology|Knowledge"
104,UCP7fwddwISAOa272BLyKMRQ,"Eduardo Python","Olá seja Bem-Vindo ao meu canal. aqui te dou dicaís que como programar e como você usar a programação para esta faturando uma renda extra. ",2019-11-27T15:54:04.491278Z,,BR,40040,441,67,https://yt3.ggpht.com/5Nr2o1mEmvLmBFYBKnhK9VUAAh9KE_MyVzoGh7QMjpqRrWN8rjptYaSyX1Iethw1PtlxJiTPci8=s800-c-k-c0x00ffffff-no-rj,"programação|qdXfNvA0|códigos|python|Python3|Python Tutorial|aprendendo Python na Pratica|Python na prática|curso python grátis|Eduardo Python|como estudar Python|práticando programação|Python e bom?|renda extra|programação em python|Tutorias de programação|python tutorial|learn python|python for beginners|python course|python 3|python tutorial for beginners|python full course|python basics|python language|python 2020|python for everyone|ball python","Technology|Knowledge|Lifestyle (parent topic)"
105,UCZx0r6ClIND6cx_w1KEPa5g,"Aadi and Python","AI म्हणजे Python . मराठी पोरांसाठी , मराठी पोरांन रान पेटवलय 🔥 Free मध्ये शिका Python ani IT मध्ये ऐटीत जा 💯",2025-10-20T08:32:15.717324Z,,IN,369193,22200,80,https://yt3.ggpht.com/znm7HBZBUu6wqyIfYchctsRDr_JsjOvSPlePi2Z5bS7Gn9FR_8PMnmVI-0uqit0i0_Sd1Xlh_g=s800-c-k-c0x00ffffff-no-rj,"python marathi|learn python in marathi|python full course marathi|python tutorial marathi|python live marathi|python projects marathi|python coding marathi|aadi and python|python marathi course|python in marathi language|python daily live marathi|python practical examples marathi|python marathi lecture series|python marathi training|python marathi learning channel|python marathi education|python marathi for beginners|aadi and python live","Lifestyle (parent topic)|Knowledge|Technology"
106,UC6nglU3MK8EGDeHSZ5_4JYw,"Python Shorts","Saia do ""Hello World!"" para mega projetos em #python com #shorts Vídeos #shorts com dicas de #python todos os dias para que você aprenda rápido e com qualidade!",2022-11-19T02:59:39.321352Z,,BR,3375,22,11,https://yt3.ggpht.com/DHBr-tI-JHrHbzQ3DMtUavPCJ9MSXoAMOG9Kq16n6gVhfsvAn4IHEa3vEi2jue-CgzHelVSgKw=s800-c-k-c0x00ffffff-no-rj,"shorts|python|dicas|programação|programacao|short|tips|linguagem de programação|linguagem de programacao|python tips","Technology|Knowledge|Lifestyle (parent topic)"
107,UCGgbuy4XG17henhPfTxiqCA,"PYTHON PARA NEGOCIOS",,2022-01-19T13:26:00.315549Z,,,19029,305,65,https://yt3.ggpht.com/7aN9N6of21TJGrIipvFNp6mXlUjt80dNHKe39rtLxUnh6QGVj03ssgYmg186eN_tT070br6lIg=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
108,UCYE9SAsc2Ng-bn-49VJRRNA,"Beast Python","Hello, welcome to my channel, where I will upload videos 24/7, on my channel you can see a lot of useful codes, and maybe even learn programming, I hugged everyone, I will be grateful to all new subscribers I am the beast Python developer and a fan of Mr.Beast",2023-04-18T16:28:53.994247Z,,,290,2,13,https://yt3.ggpht.com/MFwvuESd-oYYht1uYvHDYzbOi4OKj7p7toymsN85hq273oUV-HkxgT9Vf0w1hMZxIZFv7gu_Gg=s800-c-k-c0x00ffffff-no-rj,,"Knowledge|Technology|Lifestyle (parent topic)"
109,UCIkg7kLDRl90fHEb2tFYRwg,"Python Programmer","Want to learn Python programming through interactive tutorials? Well then, you've come to the right place. Here I will be regularly uploading python tutorials on various aspects of programming and teaching you guys how to become quite good at coding. ",2023-08-15T11:55:28.374622Z,,,5822,72,45,https://yt3.ggpht.com/S_GK0r5LKZscHRJv0mqI5MdK0Wiinwz3_dUgUsCYwHTrvIf0pjTgqyOo_Mg2VeFbM9jEShpYUQ=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Technology|Knowledge"
110,UCYJ8CxPJ-aCl3qA6hcAJjvw,"anaconda python","hello friends . this channel is made for educational purposes. on this channel you will found every thing about python and here we will try to do all types of questions. friends. python is an programming language.and it was developed by { Guido Van Rossum } in FEBRUARY 1991. PYTHON is based or influenced with two programming languages : ABC language Modula-3 python is easy to learn. friends follow me and support our channel. thanks for watching",2020-04-24T06:32:05.241166Z,,US,1058,17,21,https://yt3.ggpht.com/ytc/AIdro_kfJNBF_umQEFd5nmTO_c5f4B6EEjSk-Kf_iIA_PGpV5w=s800-c-k-c0x00ffffff-no-rj,"python|learn python","Technology|Knowledge|Lifestyle (parent topic)"
111,UCKokyfsqVHmjWL7b5cUXB5w,"Python Revision","""Welcome to Python Revision! This channel is dedicated to helping you master Python programming. We provide code walkthroughs, and problem-solving sessions to solidify your understanding. Whether you're a beginner or looking to brush up on specific topics, we've got you covered. Subscribe for regular Python revision content!""",2025-03-29T09:07:59.082101Z,,,876,0,9,https://yt3.ggpht.com/k9Vpo7_2m_Km9UgYB_tMbRTvv2vZHtk0d3SF1k5DSafwiLYWOL3DqlJ5TkJoQv9B6_L15jlCFw=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Gaming (parent topic)|Technology"
112,UCgOpRUD5Cbru5SIJcKrPDLQ,"Python for beginners","Various type of python programming code are given here also with various design...python project tutorial also available here. Subscribe our channel to learn various turtle design free, also with more about python programming language...",2020-08-20T13:44:47.939315Z,,,15118,162,42,https://yt3.ggpht.com/YOudLHTrNpsv8k6t3xYgtRda4O6OTvemYZZ2rky_9v0IwWNyL3qRGv1uCKNZy6V5E1zTDBvXc6Q=s800-c-k-c0x00ffffff-no-rj,"programing|programming|python|Python For Beginners|Python programming|Python language|python project|new project|programming language","Lifestyle (parent topic)|Technology|Knowledge"
113,UCAX6aBGWTY_8w50IMO20INg,Python,,2023-03-28T18:18:40.032433Z,,BR,137,2,5,https://yt3.ggpht.com/s7FxygEpzOISfG17uYfKgazohpcriN48LWyEQfSNOPj-Wfa6zjQmeLXzuMcJrvbZrNaaQ0IV=s800-c-k-c0x00ffffff-no-rj,python|programação|logica,"Lifestyle (parent topic)|Technology|Knowledge"
114,UChXPc6oLWHUCGmt2i9YPAWw,"Python Beginners","Python Beginners",2024-07-28T14:28:10.085973Z,,,653,7,21,https://yt3.ggpht.com/ytc/AIdro_lRyZkwPw0x7IAtIsr3h8RD7OLQiMj64AT9z9wg5IdKOvALoEa8EA9SKI35G023QyLAFA=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
115,UCrhuObZ5WapG0CydaD8wpEA,"Discover Python","This channel is dedicated to the Python programming language and learning Python through small and large projects that anyone can do. The goal of this channel is to highlight the awesome power of Python and support those that are getting started with the language. ",2020-12-03T09:12:09.504597Z,,US,64958,371,10,https://yt3.ggpht.com/ytc/AIdro_lcmhGU3rui-xjnrAWH1Cembd5JrS2uCJw7I4_NarJeUg=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
116,UCJ5kTlZJpB20bPi52MckP5w,"Python Note","Welcome to the PythonNote channel! Here we explore and practice programming in Python, one of the most popular and versatile programming languages. On this channel, you will find a plethora of instructional video tutorials where we delve into all aspects of Python programming, from the fundamentals to advanced techniques. We also discuss the latest trends and technologies in the Python world, sharing our experience and advice on application and software development using this language. Our goal is to make Python programming accessible and engaging for everyone, regardless of your skill level. Join us on the PythonNote channel and embark on your journey of learning Python programming today!",2017-12-25T17:33:31Z,,US,18691,56,18,https://yt3.ggpht.com/nds1XlVbd-Hp25djxD1wPleRrH2T9YnyM6ZLIWkV9xtHbgppwZB3L_yx281_au2aswD4jBdb=s800-c-k-c0x00ffffff-no-rj,"Python|bots|Python programming|Python tutorials|Telegram bot development|Telegram bot programming|Python projects|Coding tutorials|Programming for beginners|Python coding tips|Python libraries|Web scraping with Python|Data analysis with Python|Machine learning with Python|Artificial intelligence programming|API integration with Python|Building chatbots with Python|Python automation|Python GUI development|Software development tutorials|Python best practices","Lifestyle (parent topic)|Technology|Knowledge"
117,UCPQYBCVp2ZbPp7fyz2gHs2w,**Python**,"A Python YouTube channel could be described as a platform where content creators share programming tutorials, tips, and tricks focused on the Python language. The channel could feature various Python libraries, frameworks, and tools for web development, data analysis, machine learning, and artificial intelligence. Additionally, the channel might showcase Python projects, code challenges, and coding interviews to help viewers improve their skills. Overall, the channel aims to foster a community of Python enthusiasts and provide them with valuable resources and knowledge to enhance their programming expertise.",2020-09-12T11:31:09.25942Z,,,2752,7,24,https://yt3.ggpht.com/5y0cTDG3sMqKLmytY7xl6k9v3DoQlVU7wwuoqPKOamlns65sH8QajobRjxQI50DI6qenoIfY0zc=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Technology"
118,UC74TGAoN4mVRucrUdiUJKsQ,"Python Center"," ""Welcome to Python Center, your go-to destination for all things Python programming! 🐍💻 Whether you're a beginner taking your first steps in the world of coding or an experienced developer looking to enhance your Python skills, our channel is dedicated to providing engaging and informative content. Explore a variety of Python tutorials covering everything from the basics to advanced topics. Dive into hands-on coding projects, discover practical tips and tricks, and stay updated on the latest trends in the Python ecosystem. Our mission is to create a supportive community of Python enthusiasts, fostering a collaborative learning environment. Don't forget to subscribe, hit the notification bell, and embark on a rewarding learning experience with Python Center. Let's code and create something amazing! 🚀👨‍💻👩‍💻 #Python #Coding #Programming #PythonCenter"", I well teach you computer languages ( Python, Jawa, css, HTML, C++) in Urdu language. I hope you well get benefits from my channel.",2021-02-15T17:13:21.725763Z,,PK,304,10,35,https://yt3.ggpht.com/ouTup-4n8Vh4_QDNsDNyl821A2zYfhubobM2vKAxEA-Qfu9d3iCQ09MzNo4CXKsPCQuIRfqQWw=s800-c-k-c0x00ffffff-no-rj,"Python|Programming|Coding|python tutorials|python lectures|python platform|artificial intelligence|python language kaise sikhe|python in english|Python Center|Software Development|Python Tutorials|Python Programming|Learn Python|Code Snippets|Python Tips|Python Tricks|Python Projects|Python Beginners|Python Intermediate|Python Advanced|Data Science|Machine Learning|Web Development|Python Libraries|Python Community|Tech Education|Computer Science","Lifestyle (parent topic)|Knowledge|Technology"
119,UCoLi8es95jsFd8wzet0ZOtg,"Python Programming","Programming and Problem Solving Subject Concepts explained unit wise explained by Prof. Meera A. Thorat from Pimpri Chinchwad College of Engineering.",2020-04-03T03:16:24.759511Z,,IN,43886,298,23,https://yt3.ggpht.com/ytc/AIdro_nI72r3ssQ9h30Vjt1l3mxxIpSmCsUdWk_2_BkNZhQ=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
120,UCSpvePuvj9ZGwtxDuYPGFGg,"ARTIFICIAL INTELLIGENCE WITH PYTHON. SPECIAL","Programming dynamic systems in python allows their verification through simulation. Programaçao de sistemas dinamicos em Python; programar em python o pendulo simples, o dobro pendulo, a ley de Newton, o uso das equaçoes diferencias ordinarias, uso do metodo de euler, uso do metodo de runge kuta, etc ",2022-06-27T22:16:30.375591Z,,BE,840,19,22,https://yt3.ggpht.com/2PlVm2y891nOtq8FEUPpSjVSGtNLRZMfLbKmxUwzrczb5VdSt3Z75Ej1pjyQ4E8WyyqI6FHhCEc=s800-c-k-c0x00ffffff-no-rj,"Bases para programar robos em python|robos em python|Robos com python|Artificial Intelligence with Python","Technology|Knowledge|Lifestyle (parent topic)"
121,UCx1U0RIgfIvi9DlMJcxYvsA,"Além do Python","Bem-vindo ao Além do Python! Aqui, mergulhamos nas maravilhas da programação e exploramos as últimas tendências em tecnologia. Vamos além do básico, desvendando os segredos do mundo da codificação, compartilhando dicas práticas, e desbravando as fronteiras da inovação. Se você é apaixonado por programação e deseja expandir seu conhecimento em tecnologias correlatas, este é o seu lugar. Inscreva-se, ative o sino e embarque conosco nesta jornada fascinante Além do Python! #python #programming #technology #webdevelopment #alemdopython ",2024-02-01T19:30:01.228485Z,,BR,795,30,5,https://yt3.ggpht.com/WfnveZ5ELbe8RwB4-KLRnYUmUzZCDwx70gJpZLR4BF2a7vm2G2JPnGifgGgk1j_gCs4SU0rbnA=s800-c-k-c0x00ffffff-no-rj,"python|programação|ubuntu|linux|tecnologia|py|django|sql|html|css|javascript|pandas|dev|devops|pytho|educação|educa|aprender python|aprender a programar|comandos python|banco de dados|programar python|desenvolvimento web|como programar em python|realidade da programação|dia a dia de um programador|cotidiano de um programador|começar na programação|tecnologias obrigatórias para ser programador|ferramentas devops|metodologias ágeis|canal de python|além do python","Lifestyle (parent topic)|Technology|Knowledge"
122,UCfJyVdFy1aMOcaPIOGnDxcw,"python learning",,2024-03-29T19:17:16.769729Z,,,10,0,3,https://yt3.ggpht.com/ytc/AIdro_kA_6HdENDjw6fe_r9pdpnYaIg22ZpzrM2F_T9lQCkQZoJyK-2CU7RnxSy91qymNidZjQ=s800-c-k-c0x00ffffff-no-rj,,
123,UCfKjz_1cCR6B5vcKvRIvvAQ,"Excel With Python","Hello everyone, I am Aditya Johorey, a Python and Machine Learning Enthusiast. I like making content and I post tutorials regarding Python programing language, Machine Learning, and Data Science. I hope you found my content interesting and insightful. Follow us for more such content on Excel With Python. ",2022-06-09T08:12:45.790315Z,,,9677,612,16,https://yt3.ggpht.com/zMhs4jbdskH4jAtvHYwpsO4Xp04vZvc7I2eO8kzaGSzufxz94aEV8nonD4OmuTQTA4LAhqiC=s800-c-k-c0x00ffffff-no-rj,"Python|excel.py|placements|interviews|numpy|pandas|ternsorflow|matplotlib|folium|Data Science|Excel with python|Machine Learning|Python Tutorials|Python free course|Python Programing|python programing language|Machine Learning course|Data Science and machine learning|Machine Learning free course|python projects|placements projects|placement project ideas|python projects for cv|machine learning with python|scikit learn|python for beginners|Advanced python","Technology|Knowledge|Lifestyle (parent topic)"
124,UCnM-_FG-2nhxWXemG0X8tew,"Python Expert","Currently I am working on Python Development, Data Science, AI,and ML ",2016-03-11T14:16:40Z,,PK,1356,16,23,https://yt3.ggpht.com/2XWCAgcSooMTCKWCDAIjezvWtgqdNup05ZMXINPySXp5i0NBqaYN79RKa6BMPixEgPzdwFDYX7A=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
125,UCbTGnWMTOCPj53pzj4coaaA,"The Python",,2025-08-17T15:02:10.579776Z,,,7,0,1,https://yt3.ggpht.com/H1O4GvPxXv4SG_4EB0U2PaJ4lvY6U2cYyHwOGcidG4sKm17LufBt8w8A6sRuMwFcPxzs2a-asg=s800-c-k-c0x00ffffff-no-rj,,
126,UC5cRuFRNxn_5v1wyBNfyR6g,"Programming Python Paradise","This channel share educational contents on programming and related topics, specially on python programming language. If you have a passion for coding and want to explore the fascinating world of Python, deep learning, machine learning, NLP, transformers, CNNs, and beyond, then you've come to the right place! 🎥 What to Expect: On this channel, I bring you engaging and informative videos that cover a wide range of topics in the world of programming and AI. Whether you're a beginner or an experienced developer, there's something here for everyone. From Python tutorials that dive deep into its powerful capabilities to hands-on projects showcasing real-world applications, we've got it all! 🤖 Don't miss the ""MINI- The Personal AI"" series, where we build customizable AI assistants to boost productivity and simplify life. 🔔 Don't Miss Out: If you're as excited as I am about the vast world of programming and AI, make sure to hit that subscribe button and ring the notification bell! ",2023-06-24T10:52:58.973652Z,en,IN,16023,126,90,https://yt3.ggpht.com/wIsYpwnNt1bCrLiRwUNzrH80AKCoGkYienfdp5Agvjf6BTxMvEBryWvOSxhlWf2CigJxphvMdO0=s800-c-k-c0x00ffffff-no-rj,"python|programming|paradise|jarvis|ai|shorts|#shorts|codewithharry|python paradise|deep learning|python tips|viral shorts|trending shorts|youtube shorts|#trending shorts|programing python paradse","Knowledge|Technology|Lifestyle (parent topic)"
127,UCCTjSYevlO2n8A1S0pJbKVA,"Advance Python Programming by RAM CHARAN","Let 's make Computer Science easier and simpler in every digital class for PYTHON and MySQL. These classes are exclusively for the learners , to the learners and by the learners.(Classes 11 and 12 COMPUTER SCIENCE Students).Advance Python Programming deals with concept of python programming language, Relational Database management System(SQL),Python-MySQL connectivity and Data Visualizations. ""ENJOY PLAYING WITH PYTHON "" ""ENJOY PROGRAMMING IN PYTHON"" ""ENJOY PROGRAMMING MySQL IN PYTHON"" ",2021-04-18T16:56:30.28825Z,,,4443,276,49,https://yt3.ggpht.com/ytc/AIdro_lhOEJHyoFqu_mO8gSmRxg1cmBx0Kr7jP_-ClZzP-NeJA=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
128,UCBChgXsdFHV98fzr0GxHNsg,"Python Br","Programador em python👨‍💻",2023-07-01T11:08:08.805941Z,,,224,1,2,https://yt3.ggpht.com/iI3Yx1vdcDfmKf0K8QR-lEf5ROWqs8BadiHp_Z4OxDFGi85jROU66KKoTAI8E3-CSxCxv0g=s800-c-k-c0x00ffffff-no-rj,,
129,UCwpCBVE_vIK8miRDOZuWzgw,"Pro Python Programmer","Hi! My name is Mitchell and I'm a professional programmer. I think Python is a great language, especially for those who are new to programming. My goal is to make learning to code fun and accessible to everyone. This channel is dedicated to programming, Python, technology, and engineering/innovation. Please check out the videos, enjoy, learn, and grow together!",2020-03-23T20:08:41.455206Z,,US,487,21,19,https://yt3.ggpht.com/ytc/AIdro_npjC5yhFLaAdlHBXhQBwAjARszURLjkKlWN5Zeycl1nw=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
