id,title,arroba,description,keywords,url
UCQkgzgL6l_MY7eEjESwH-sw,Gabriela Programadora,@gabrielaprogramadora,"👇 | INSCREVA-SE no canal Gabriela Programadora | 👇 💻 | Dicas e truques diários de programação 🦾 | Sua parceira para dominar o desenvolvimento ⚙️ | Aumentando a eficiência em codificação, estudo e trabalho 🚀 Pronto para elevar suas habilidades de programação? Bem-vindo ao Gabriela Programadora, onde estou aqui para guiar você em uma jornada rumo à excelência na programação! 💻 Com experiência e uma comunidade dedicada, estou comprometida em trazer os tutoriais mais recentes, guias práticos e insights tecnológicos. Seja você iniciante ou experiente, tenho o conteúdo certo para ajudar você a crescer. 🔥 Desde o desenvolvimento web até a ciência de dados, meus vídeos são feitos para inspirar e capacitar você. Com conteúdo claro e objetivo, você aprimorará suas habilidades de programação rapidamente. 💥 Não perca tempo—inscreva-se agora e faça parte de uma comunidade de programação vibrante. Deixe-me ajudar você a alcançar seus sonhos na programação! 🚀💻 ",code|coding|programação|programacao|programar|programando|programador|desenvolvedor|dica|truque|tecnologia,https://www.youtube.com/channel/UCQkgzgL6l_MY7eEjESwH-sw
UChFYB-m5E_sfl1RjiOkQmAg,Eletrônica e Tecnologia,@EletronicaeTecnologia,"Canal destinado a vídeos para entusiastas da programação, tecnologia e de eletrônica básica. Feito por hobby para quem também quer aprender e se divertir. O Youtube é um dos melhores meios de comunicação do mundo e achei por bem também contribuir. https://www.facebook.com/CanalEletronicaeTecnologia eMail: canaleletronicaetecnologia@gmail.com https://youtube.com/@EletronicaeTecnologia https://www.youtube.com/c/EletronicaeTecnologia https://www.facebook.com/CanalEletronicaeTecnologia @cetecnologia (Instagram) eletronicaetecnologia (TikTok) https://rumble.com/c/CanalelEtronicaeTecnologia Apoie o canal com um VALEU! Você apoia o Canal Eletrônica e Tecnologia, tornando-se membro: https://www.youtube.com/channel/UChFYB-m5E_sfl1RjiOkQmAg/join ",Eletrônica|Elêtrica|Programação|Arduino|Desenvolvimento|Tecnologia|como|fazer|maker|tutorial|#CET|CET|DIY|Engenharia|Eletrônica e Tecnologia|faça você mesmo|Comunidade Eletrônica e Tecnologia|Daniel Scherer,https://www.youtube.com/channel/UChFYB-m5E_sfl1RjiOkQmAg
UC7ygw1xiFDO-zDcBwYzjjjA,daves tecnologia,@davestecnologia,"Canal de tecnologia Cursos em Vídeos Windows, Linux, Mac, Celulares, Reviews, Programação, Segurança, Gestão de TI, Notícias de TI, Marketing, Mobile, SEO, SEM Daves Balthazar Diretor de TI com mais de 20 anos de experiência em tecnologia.",tecnologia|nerd|ti|programação|java|php|python|android|flutter|dart|c++|windows|linux|mac|cursos|curso|flutter|dart|git|flutter|dart|desenvolvedor|developer|dev|banco de dados|curso em video|curso vídeo|curso online|artificial intelligence|full stack,https://www.youtube.com/channel/UC7ygw1xiFDO-zDcBwYzjjjA
UCmv3rI2yhyNdqy7GNt5e13A,DevClub | Programação,@canaldevclub,"A programação mudou a minha vida, e meu objetivo aqui é fazer com que ela mude a sua também. Vou te mostrar que esse mundo de TI é bem mais simples do que você imagina, então bora pra cima e aprender 🚀",programação|javascript|react|node|desenvolvedor|programador|ti|html|css|devclub|codeclub|microsoft|apple|computador|notebook|gamer|celular|iphone|tecnologia|internet|engenheiro de software|programador full stack|front end|back end|full stack|primeiro emprego como programador|aprender programação|carreira de programação|carreira de ti|se tornar um programador|aprender programação do zero|rodolfo mori|elon musk,https://www.youtube.com/channel/UCmv3rI2yhyNdqy7GNt5e13A
UCGjx62365UJ8XTWU_5GZC-g,Canal DevPro,@canaldevpro,"Esse canal é feito para quem quer faturar alto e alcançar a carreira dos sonhos com tecnologia! Toda pessoa pode programar e para provar eu compartilhei meu livro ""Rumo à Primeira Vaga"" totalmente grátis: https://www.dev.pro.br",curso|cursos|python|python-pro|programação|tecnologia|carreira|curso básico de python|curso avançado de python|curso completo de python|curso básico de programação|programação web|programação frontend,https://www.youtube.com/channel/UCGjx62365UJ8XTWU_5GZC-g
UCfZokasaM2WVd7OM07pnktQ,Alex - JDev Treinamento on-line,@Javaavancado,✅ Full-Stack Java Web: https://projetojavaweb.com/certificado-aluno/paginavenda/oferta/6i9sg103/conta/1 ✅ Portal de curso: https://www.jdevtreinamento.com.br ✅ Plataforma EAD: https://projetojavaweb.com/certificado-aluno/login ✅ Instagram: https://www.instagram.com/alex.java.avancado ,cursojavaavancadocursosti|hibernate|angularjs|jsf|tomcat|iReport|primefaces|sql|postgresql|jpa|java avançado|alex fernando egidio|spring framework|java web|javaserver faces|spring restful|curso java|eclipse spring data jpa|spring security|curso de jsf|curso de primefaces|crud hibernate|exemplo hibernate|javaserver pages|controller spring|spring mvc|curso de java|projeto java web|curso de angular|spring boot|restful api|rest api|spring boot,https://www.youtube.com/channel/UCfZokasaM2WVd7OM07pnktQ
UCTJ1mLre8sT-d4KuvmQsSQA,Harlley Oliveira,@harlleyoliveira,"Hey! I’m a Senior Software Engineer diving deep into AI Engineering and sharing everything I learn along the way. After years building scalable web apps and integrations at companies like Issuu, I’m now channeling that experience into AI systems: agent workflows, LLM integrations, and intelligent applications that actually work in production. What you’ll find here: • Building AI agents from scratch • Real projects with CopilotKit, LangGraph, LangChain, OpenAI Apps SDK, Python, and more • AI agent architectures, RAG systems, and LLM orchestration patterns No fluff, just practical AI engineering for developers who want to build, not just talk about AI. Subscribe if you’re on a similar journey!",programador|curso de programação|aprender a programar,https://www.youtube.com/channel/UCTJ1mLre8sT-d4KuvmQsSQA
UCgnACLvM9O5lfm9ZBh_d3cg,balta,@baltaio,"Fala, dev! balta aqui! Neste canal você vai aprender tudo sobre C# e .NET, direto, na prática e sem enrolação. São dicas, aulas, fundamentos, boas práticas, arquitetura, carreira e muito conteúdo pra quem quer se tornar um desenvolvedor(a) de verdade, do jeito certo. Bora codar junto? 🚀 ",asp.net|c#|blazor|.net|microsoft|programação|.net maui|.net core|asp.net core,https://www.youtube.com/channel/UCgnACLvM9O5lfm9ZBh_d3cg
UCUc6UwvpQfOLDE7e52-OCMw,Programação Descomplicada | Linguagem C,@progdescomplicada,"Não deixe de checar e curtir os últimos vídeos sobre programação e estrutura de dados em linguagem C. Também temos algumas vídeo aulas sobre C++, Python e MATLAB. Produzindo vídeo aulas a medida que o trabalho na universidade permite :)... então não deixe de se inscrever no canal, assim você não perderá nenhuma novidade. Para saber um pouco mais sobre mim e meu trabalho, baixar os códigos fontes, ou dicas de programação, acesse minha página pessoal/Twitter clicando no link da página localizado mais abaixo. Grande abraço e te vejo nas vídeo aulas André Backes #linguagemc #python #estruturadedados #matlab ",programação|curso|python|matlab|programming|c++|ordenação|sorting|árvore|tree|hashing|hash|graph|grafo|skiplist|linguagem c|programação descomplicada|André Backes|estrutura de dados|data structure|c language|tabela hash|busca binária|binary search|busca em largura|busca em profundidade|árvore avl|avl tree|red black tree|árvore rubro negra|algoritmo de prim|algoritmo de kruskal|árvore geradora mínima|árvore geradora,https://www.youtube.com/channel/UCUc6UwvpQfOLDE7e52-OCMw
UCoqYHkQy8q5nEMv1gkcZgSw,Jose Carlos Macoratti,@josecarlosmacoratti,"Vídeo Aulas sobre a plataforma .NET usando : C# , ASP .NET , ASP .NET MVC, ASP .NET Core, Entity Framework Core, Xamarin Forms, Xamarin Android, .NET MAUI, Blazor, Angular, ADO .NET , SQL, Node, etc. Aprenda os principais conceitos sobre as tecnologias relacionadas à plataforma .NET - Linguagem C# - ASP .NET Core - Entity Framework Core - Blazor - .NET MAUI Macoratti.net - quase tudo para a plataforma .NET ",MVC|Blazor|C#|LINQ|Microsservices|SOLID|.NET|Docker|SQL|MVC|Frontend|Backend|POO|Testing|Microsoft|Tutoriais|Vídeos|Tutoriais|Visual C#|ASP .NET|SQL Server|Macoratti .net|.NET MAUI|EF Core|Clean Code|Clean Archicture|Design Patterns|Padrões de Projeto|.NET Core|Visual Studio|Desenvolvimento Full Stack|REST API|Programação Orientada a Objetos|Aprenda a Programar|Full Stack|Dicas de programação,https://www.youtube.com/channel/UCoqYHkQy8q5nEMv1gkcZgSw
UC52Gjs0g0eVym61SsJbnTjw,Programação Plena,@ProgramaçãoPlena,"C#, VB.Net, ASP Net, Javascript, MySql, SqlServer, Access, SQLite. Web, Descktop, Mobile, Backend e .",c#|mysql|VB.Net|SQLite|Programação de computador|visual studio|C Sharp|Visual Basic|SQL Server,https://www.youtube.com/channel/UC52Gjs0g0eVym61SsJbnTjw
UCSxG4RK76hZG6HfACtgl-pg,Danilo Aparecido - Torne-se um programador,@torneseumprogramador,"Aprenda programação e comece a criar negócios em tecnologia como programador, consiga um emprego e se destaque no mercado de trabalho. ",,https://www.youtube.com/channel/UCSxG4RK76hZG6HfACtgl-pg
UCORZcu08VQiRCKpVGHTWwAA,Otávio Miranda,@otaviomiranda,"Sou Otávio Miranda e uso este canal para ensinar programação gratuitamente para quem gosta de aprender. Falo sobre Python, TypeScript, JavaScript, HTML, CSS, bases de dados, docker, terminais, Linux, servidores e várias outras coisas. Já tenho vários cursos gratuitos na aba playlist. Escolha um e comece a fazer agora mesmo (ou simplesmente assista aos vídeos mais recentes). ",Programação|Python|LLM|LangChain|LangGraph|nvim|neovim|Desenvolvedor|Dev|Software|Threads|MySQL|Docker|HTML|CSS|JavaScript|TypeScript|I.A.|Agentic|threading|Aprender|Nerd|Educação|Aprenda a Programar|Aprenda Python|Luiz Otávio Miranda|Otávio Miranda|Programação em Python|Data Science|Concorrência em Python|Loggin em Python|Aprender Python|ReAct Agent|Concurrency Programming|Inteligência Artificial|Ser desenvolvedor,https://www.youtube.com/channel/UCORZcu08VQiRCKpVGHTWwAA
UCtM4fMMVCxrXAmqMJ6ZL5Ww,LuizTools,@LuizTools,"Programação JS, Web3 e Cripto. https://www.luiztools.com.br",nodejs|criptomoedas|web3|blockchain|solidity|javascript|smart contract,https://www.youtube.com/channel/UCtM4fMMVCxrXAmqMJ6ZL5Ww
UCjQCJxg9qLfe81aSVXXK2DQ,TopBytes Informática (Tech & Games),@topbytesblog,"Contato: promo@topbytes.com.br Bem Vindo ao meu canal! Aqui você vai encontrar um vasto conteúdo tecnológico, começando com várias dicas de tecnologia em geral, ferramentas de produtividade, linguagens de programação, empreendedorismo para iniciantes e gestão de negócios voltados ao MEI Microempreendedor Individual OBS: Perguntas sobre o conteúdo dos vídeos devem ser feitas aqui mesmo no canal, fazer sua pergunta nos vídeos ajuda engajar o canal. Não serão respondidas perguntas e duvidas sobre o conteúdo dos vídeos por email ou rede social. Top Bytes, Topbytes, topbites ",adrianosites|topbytes|MEI|Microempreendedor|adriano souza|curso php|curso delphi|programação desktop|web design|programação web|php oop|imposto de renda|declaração IR|clonar HD SSD|clonar SSD|clonar Windows|transferir windows para ssd|trocar HD por SSD,https://www.youtube.com/channel/UCjQCJxg9qLfe81aSVXXK2DQ
UCGXiaSPSmORM_4_b05kfMlg,Dev em Dobro | Programação,@DevemDobro,"Nesse canal eu, Ricardo, e meu irmão Roberto, te damos dicas de como aprender desenvolvimento web do zero para que você entre mais rápido e com qualidade na área que mais cresce no mundo, a de tecnologia! Além da parte técnica damos dicas de como se destacar nas entrevistas e aumentar suas chances de conseguir sua primeira vaga na área. Não quer seguir carreira dentro de empresas, mas gosta de programar? Tá tudo bem! Aprender a programar também te dá a oportunidade de ganhar dinheiro trabalhando de casa como freelancer ou criando seu próprio negócio! 🛡️Participe da comunidade para programadores iniciantes e aspirantes, a Guilda Dev em Dobro: - Servidor no Discord: https://devemdobro.com/comunidade-dev-em-dobro ",devemdobro|tecnologia|programação|TI|desenvolvedor|dev|!Hjaˆ42|FrontEnd|Programador|Tecnologia|CSS|javascript|frontend|Linguagem Programação|Video Aulas|dicas programação|programador júnior|dúvidas programação|emprego ti sem faculdade|como virar um desenvolvedor frontend|dificuldades desenvolvedor iniciante|curso programação|aprender a programar|programador junior|programador estagiário|desenvolvedor iniciante|desenvolvedor junior|faculdade ads,https://www.youtube.com/channel/UCGXiaSPSmORM_4_b05kfMlg
UCKkrTv9Z34NvIg7onhD7oVA,Neri Neitzke,@nerineitzke,"Olá, meu nome é Neri Aldoir Neitzke, sou o maior autor de videoaulas do mundo, com + de 7.000 videoaulas criadas. Já palestrei em mais de 20 países e em todos os cantos do Brail. Se inscreva em nosso canal e fique por dentro das melhores aulas de programação!",videoaula|video|aula|neri|html5|java|delphi|oracle|flex|informaticon|programação|php|banco|j2me|hibernate|acordeon|android|gwt|adobe|programador|javascript|html|css|php|Neitzke|gustavo neitzke|prof. Neri|professor Neri|Neri Neitzke,https://www.youtube.com/channel/UCKkrTv9Z34NvIg7onhD7oVA
UCvNQuM8oPy-oO-5RZ80vf8Q,Renato Asse - Sem Codar,@RenatoAsse,"Sem Codar é o maior canal da América Latina sobre Vibe Coding, No Code, Agentes de IA e Automações inteligentes. Aqui você aprende a criar aplicativos web e mobile sem programação usando as melhores ferramentas de Vibe Coding (Lovable, Cursor, Replit) e No Code (Bubble, FlutterFlow, WeWeb). Aprenda, ainda, a criar Agentes IA e Automações com N8N. E tudo isso sem precisar digitar uma linha de código. O conteúdo deste canal te permitirá criar negócios digitais, SaaS, sua própria agência de desenvolvimento, uma nova carreira, ou mesmo renda extra. Seja bem vindo! ",bubble.io|no-code|low-code|bubble|appgyver|flutterflow|weweb|xano|supabase|sem codar|renato asse|tutorial bubble|tutorial bubble.io|sem programação|criar aplicativos|como criar aplicativo|comunidade sem codar|curso bubble|curso appgyver|criar sistema|flutter flow,https://www.youtube.com/channel/UCvNQuM8oPy-oO-5RZ80vf8Q
UC9WucW7_3HiejAY3Y9L80oQ,Thales Veloso,@thaleco.veloso,"Canal especializado em tutoriais e vídeos de: ➡️ JavaScript, C#, RPA, Tecnologia ➡️ Python (lógica de programação) ➡️ Matemática e Estatística ➡️ Análise de Dados ▶️ Vídeos sobre dicas e melhoria de desempenho toda terça e Quinta",python|programação|tecnologia|pandas|c#|TI|analise de dados|tecnologia da informação|Python Flask|Python Kivy,https://www.youtube.com/channel/UC9WucW7_3HiejAY3Y9L80oQ
UCcYUV_knziHoPBFOwO1BbeA,DANTE TESTA,@dantetesta_,"Sobre o Dante Testa Me formei em Ciências da Computação em 2006, de lá pra cá tenho investido todo meu tempo e dedicação na criação de sites, desenvolvimento de sistemas, marketing e design em geral. Programei em PHP, HTML, CSS, Javascript, por mais de 10 anos.... Sou apaixonado pelo que eu faço, e fora tudo isso, adoro ensinar tudo o que sei para as pessoas a minha volta. Por esse motivo criei esse canal e espero que junto comigo, você possa aprender várias coisas, que tenho certeza que de alguma forma poderá te ajudar. Conto com você para tornar esse canal um sucesso, curta, compartilhe, divulgue e inscreva-se!",crocoblock|jetsmartfilters|jetengine|web design|web developer|desenvolvimento de sites|dante testa|dicas de elementor|dicas de wordpress,https://www.youtube.com/channel/UCcYUV_knziHoPBFOwO1BbeA
UCtaDOcil7AXjT28K0mW7UQA,Ronan Vico,@RonanVico,"Me siga no instagram @RonanVico Este canal de tecnologia ensina sobre Power Platform (Power Apps , Power Automate , Power BI e Power Virtual Agents) , Microsoft 365 , Python , VBA e muito mais! Canal destinado a ensinar pessoas a serem mais produtivas! ",Microsoft Excel 2016|Aprender Microsoft Excel|Como usar o Excel|Aprender Excel|Aprender Python|Como programar|Aprender a programar em VBA|Como usar VBA|O que é VBA|Microsoft Power Platform|O que é powerapps|Curso gratuito de powerapps|Curso PowerApps,https://www.youtube.com/channel/UCtaDOcil7AXjT28K0mW7UQA
UCx8AQ8ml4KXATZJbNBeLAkg,Programador Excel VBA,@ProgramadorExcelVBA,"Ola tudo bem? Tenho + 10 anos em experiência com Excel para o mercado de trabalho. Sou o Gledson do Canal Programador Excel VBA , Trabalho com banco de dados em Access, Sql Server, programo em VB, VBA e C# atualmente trabalho em uma grande empresa. Sobre o CANAL Quero lhe dizer quer temos mais de 2000 vídeo-aulas gratuitas no youtube, porém para podermos se manter na plataforma, preciso do seu apoio, se você entende que o conteúdo que postamos é relevante para você, que os videos tem lhe ajudado, se inscreva em nosso canal, compartilhe nossos videos, comentem todo video nosso que você assistir e claro sempre dando aquele LIKE maroto, para confirmar para o youtube que você gosta do nosso conteúdo. Sobre Excel e VBA Amo programar, adoro o que faço, tento sempre ensinar tudo o que sei ao inscrito de nosso canal, respondo a todos e dou joinha(coraçãozinho) em todos os comentários que recebo. Seja bem vindo ao nosso canal. Att, Gledson",powerapps|sharepoint|checklist|Aulas de Excel|curso excel|curso dashboards excel|curso excel online|aprender excel|como aprender excel|curso de excel básico|curso de excel completo|curso de excel avançado|gledson excel|programador excel vba|aprender excel online|fórmulas no excel|curso excel grátis|aula de excel|excel vba|curso em video|curso em video excel|aplicativo powerapps|aplicativo para celular|como criar aplicativo,https://www.youtube.com/channel/UCx8AQ8ml4KXATZJbNBeLAkg
UCzOGJclZQvPVgYZIwERsf5g,Bóson Treinamentos,@bosontreinamentos,"Fábio dos Reis e a Bóson Treinamentos em Tecnologia criam cursos em vídeo de forma gratuita, para disseminar conhecimento para o maior número de pessoas possível, com qualidade e facilidade de acesso. Os cursos incluem, entre outros: Dicas de Carreira em TI, Inteligência Artificial, Lógica de Programação, Bancos de Dados SQL Server, MySQL e PostgreSQL, Windows Server, Microsoft Excel, Segurança e Criptografia, Redes de Computadores, Hardware, Arduino e Sistemas Embarcados, Eletrônica, Virtualização e Cloud Computing, Matemática para Computação, Programação em linguagens como C, PHP, Java e Python, Linux Ubuntu, Red Hat, Fedora, etc., Shell Scripting e muito mais. Ajude o canal a se manter e crescer adquirindo os cursos da Bóson Treinamentos na Udemy: → Bancos de Dados com MySQL Básico: https://bit.ly/35QdWE4 → Lógica de Programação com Português Estruturado: https://bit.ly/3QKPn22 → Programação em Python do Zero: https://bit.ly/python-boson ",Linux|Programação|Redes|Ubuntu|Excel|Certificação|SQL|Python|C#|Hardware|Debian|Arduino|Eletrônica|MySQL|Windows Server|Modelagem de Dados,https://www.youtube.com/channel/UCzOGJclZQvPVgYZIwERsf5g
UCwAa6VoM1GCg7n4s3u9FTAg,Programação Web,@programacaoweb,"Seja muito bem-vindo(a) ao canal Programação Web. Aprenda programação web de uma forma divertida e didática junto com o professor Dimitri. Saiba mais sobre HTML, CSS, Javascript, PHP, NodeJS , entre outras tecnologias. Se torne um desenvolvedor web completo, desde o Front-end até o Back-end, com tutoriais e projetos práticos de programação web. Nunca foi tão fácil aprender programação web! Descubra como a Programação Web vai te habilitar criar sites, aplicativos e sistemas incríveis. Se inscreva no canal e acompanhe nossos vídeos! ",html|css|javascript|php|nodejs|programação web|programacao web|programação de computadores|programação web curso|desenvolvimento web|desenvolvimento web full stack|desenvolvimento de web|programação web para iniciantes|programação web do zero|programação web php|programação web html|curso programação web|html para iniciantes|web developer|desenvolvedor de site|programação de sites|programação de aplicativos|desenvolvimento de aplicativos|criar aplicativos,https://www.youtube.com/channel/UCwAa6VoM1GCg7n4s3u9FTAg
UCnLdHOuue5i1O7TsH6oh07w,BrazilJS,@BrazilJS,"A BrazilJS é uma plataforma omnichannel de curadoria e produção de conteúdo voltada para a comunidade dev. Nascida em 2011, ao longo dos anos a BrazilJS se tornou uma das principais referências em conteúdo técnico focado no Brasil. Nossa missão é levar conteúdo exclusivo, original, relevante e de qualidade para toda a comunidade. Com conteúdo novo toda semana a BrazilJS se posiciona como um dos principais canais de tecnologia do país. Além dos programas originais, eventos oficiais BrazilJS são gravados e disponibilizados aqui em nosso canal. Midia kit para YouTube: https://docs.google.com/presentation/d/e/2PACX-1vQ7grPm9bXrgme96MHInI6oZGg5m1HYHxu0AkVHMgOaf56mEFk0wR7s8I4Q_DN13YNgIHOLUlzPyG-V/pub?start=false&loop=false&delayms=60000 Contato: contato@braziljs.org",javascript|css3|html5|web|technology|projects|conference|event|es6|es7|es2016|tecnologia,https://www.youtube.com/channel/UCnLdHOuue5i1O7TsH6oh07w
UCmjDevp9Y8r-qi-xueD3Izg,Roger Melo | JavaScript,@RogerMelo,Te ensino a ser Fluente em JavaScript. ,JavaScript|programação|programa|sistema|programador|front-end|frontend|cjrm|reactjs|react.js|vanilla javascript|javascript puro|front end|curso de javascript roger Melo|curso de react roger Melo|curso de react js roger Melo|passo a passo de projetos react js|react js|código javascript,https://www.youtube.com/channel/UCmjDevp9Y8r-qi-xueD3Izg
UCmjj41YfcaCpZIkU-oqVIIw,Ignorância Zero,@IgnorânciaZero,"O canal ignorância zero busca compartilhar gratuitamente conhecimento a todos os que estiveram dispostos a aprender e se desenvolver. O canal não tem nenhum certificado em especial, ou um profissional ministrando as aulas, apenas uma pessoa qualquer com disposição para divulgar aquilo que aprendeu. O objetivos, por enquanto, é ensinar lógica de programação (utilizando uma linguagem simples como python), para em seguida aprender a desenvolver jogos (computador, tablet, videogames) e aplicativos, esses ultimos para android e iOS principalmente. OPEN SOURCE IS LOVE, OPEN SOURCE IS LIFE YouTube: https://www.youtube.com/c/IgnorânciaZero Discord: https://discord.gg/3NA8ubw5pG Facebook: https://www.facebook.com/Ignor%C3%A2ncia-Zero-1549413838667841/ Instagram: https://www.instagram.com/ignorancia_zero/ Linkedin: https://www.linkedin.com/groups/9083310/ Twitter: https://twitter.com/IgnoranciaZ Twitch: https://www.twitch.tv/ignoranciazero Email: ignorancia_zero@hotmail.com ",Python|Curso|Aula|Programação,https://www.youtube.com/channel/UCmjj41YfcaCpZIkU-oqVIIw
UCtT934GO9Y7hoFPR_vmV5zQ,Ralf Lima,@RalfLima,"Olá, meu nome é Ralf e sou professor, palestrante e desenvolvedor de sistemas. Esse canal tem como objetivo ensinar conceitos básicos de linguagens de programação, frameworks e dicas. Se você quer aprender sobre Lógica e Algoritmos, ReactJS, Java, C#, Spring, Composer, entre outras linguagens e frameworks, esse é o lugar certo :)",programação|front-end|back-end|node.js|c#|tutorial|iniciante|ti|java|php|português|iniciante|api|angular|react|vue|vue.js|spring|ralf|TI|Node|node.js|nodejs|asp.net|desenvolvimento de sistemas|lógica e algoritmos|orientação a objetos|banco de dados|spring boot|ralf lima|asp.net core,https://www.youtube.com/channel/UCtT934GO9Y7hoFPR_vmV5zQ
UCERTT0Z4u-0dFask_kL83sw,Dev Junior Alves,@devjunioralves,"Aprenda sobre programação e design, além de dicas de como melhorar seu código e também como ter o mindset certo para ir ao próximo nível. Falo sobre Clean Code, Programação Web, JavaScript, TypeScript, React, React Native entre outros assuntos. Além do canal, o DevJuniorAlves também possui um blog sobre programação, livros e muito mais! Acesse: https://devjuniorplus.com.br Contato: devjuniorplus@gmail.com ",dev|react|nextjs|javascript|programação|código|code|dev frontend|dev junior alves,https://www.youtube.com/channel/UCERTT0Z4u-0dFask_kL83sw
UC8TRfZVb-M_ivbU9yiocTvQ,Felipe Rocha • Full Stack Club,@dicasparadevs,🇺🇸 Trabalho remoto pra gringa | +7 anos de xp 🌐 Fundador do @fullstackclubeducacao 👇 Acesse todos os meus links ,,https://www.youtube.com/channel/UC8TRfZVb-M_ivbU9yiocTvQ
UCQpk_XT9AUYjd2mUqW1wkpw,DEV NET CORE Valdir Ferreira,@devnetcore,"Aulas gratuitas de programação com Linguagens C#, JavaScript, e SQL. Conteúdo do canal e um conteúdo voltado para programadores c# com foco em Padrão de projetos e técnicas mais utilizadas atualmente no mercado de trabalho. Um pouco sobre mim : Sou o Valdir Ferreira Arquiteto e desenvolvedor C# a mais de 10 anos com foco em arquiteturas voltadas para Web. Entusiasta C#, JavaScript, Css, TypeScript, Arquitetura de projetos, Xamarin e SQL. Objetivo do canal : Disponibilizar conteúdos totalmente gratuitos para todos os níveis de desenvolvedores e afins. Valdir Ferreira ASP.NET",,https://www.youtube.com/channel/UCQpk_XT9AUYjd2mUqW1wkpw
UCh84012dEUE076wM2CVFN9A,Erick Wendel,@ErickWendelAcademy,"Bem-vindo ao meu canal! Aqui você encontrará tutoriais em vídeo sobre JavaScript avançado. Vou te ensinar sobre o funcionamento interno do Node.js, como a linguagem JavaScript funciona e as novas funcionalidades que estão por vir. Além disso, tenho vídeos sobre minhas experiências como palestrante internacional, onde já ensinei para mais de 100 mil pessoas em mais de 10 países diferentes. A maioria dos meus vídeos são em português brasileiro, mas tenho uma playlist chamada ""Conteúdo em Inglês"" com vídeos que não existem em nenhum outro lugar na internet. Como: recriar o Node.js do zero, usando V8 e libuv e implementando o protocolo WebSocket usando JavaScript. Se você quer se tornar um especialista em programação, usar as tecnologias mais modernas do mercado e triplicar seus ganhos, este é o canal para você! Então inscreva-se agora e não perca nenhuma das minhas dicas exclusivas!",erickwendel|erick|mvpbr|googledevexpert|node.js|aws|programming|expert|earnings|Coding|AWS|hackerzao da zl|node.js developer|tutorial javascript|tutorial nodejs|modern technologies|software development|programming tips|developer skills|programming mastery|technology education.|Erick Wendel|course creation|Javascript Fundamentals|Node.js for beginners|cloud programming|professional development|programming education|programming courses|software development.,https://www.youtube.com/channel/UCh84012dEUE076wM2CVFN9A
UC9XRXKkGgCXQ2oDbjI7JEBg,Programe seu futuro,@programeseufuturo,"Eu acredito que o conhecimento tem o poder de transformar o mundo e nos transformar em pessoas melhores. Foi pensando nisso que criei este canal para compartilhar um pouco do que sei sobre tecnologia e programação de computadores. Aqui você encontrará cursos completos de PROGRAMAÇÃO, ALGORITMOS E LÓGICA DE PROGRAMAÇÃO em diversas tecnologias. Você já pensou na possibilidade de usar seu computador para criar seus próprios programas ao invés de apenas ficar navegando na internet? Eu posso te ajudar com isso. Me chamo Wagner Gaspar, sou bacharel em Ciência da Computação e mestre em informática. Bora programar nosso futuro! ",programação|lógica|scratch|portugol|fluxograma|programação de computadores|linguagens de programação|linguagem c|aprender programação|curso de programação|curso de algoritmos|programação c|lógica de programação|estudar programação|programe seu futuro|Wagner Gaspar,https://www.youtube.com/channel/UC9XRXKkGgCXQ2oDbjI7JEBg
UCVpHmGfbOyUoJXnAEQKFcWw,Léo Andrade,@leoandradenet,"Crie soluções digitais de forma simples e prática. Aqui você aprende a transformar ideias em aplicativos, sistemas, sites e automações usando Inteligência Artificial e tecnologias de desenvolvimento visual como Low-Code e No-Code. Eu sou Léo Andrade, pioneiro em conteúdos de Low-Code e No-Code no Brasil e especialista com mais de 22 anos de experiência em tecnologia. Minha missão é mostrar como qualquer empreendedor pode usar essas ferramentas para escalar negócios, economizar tempo e abrir novas oportunidades, mesmo sem saber programar. Neste canal você encontra tutoriais práticos, análises de ferramentas, tendências de mercado e reflexões sobre como a tecnologia está mudando a forma de empreender. Tudo isso sem deixar de lado as bases da programação, que fazem toda a diferença para quem quer se destacar. Inscreva-se e faça parte da comunidade que está descomplicando a tecnologia para criar resultados reais. ",low-code|no-code|IA|desenvolvo.com|automação|saas|microempreendedor|empreendedor|negócios|inovação|inteligência artificial|desenvolvimento visual|criar sistemas com IA|criar apps com IA|integração com IA|desenvolvimento sem código|sistemas inteligentes|programar sem código|aprender programação|criar apps sem código|léo andrade|leo andrade|automação inteligente|agentes de IA|transformação digital|vibe conding|vibe code|micro saas|info saas,https://www.youtube.com/channel/UCVpHmGfbOyUoJXnAEQKFcWw
UCWox-4vjxlV11PjoK9dOxtg,Front Beginners,@FrontBeginners,"Fala beginners, Jorge por aqui, sou dev front-end, advogado, apaixonado por tech e aspirante a nômade digital, aqui vou compartilhar minhas experiências no mundo da programação, ajudar você a evoluir, conseguir seu primeiro emprego, além disso vou trazer alguns unboxes de tecnologia, mostra a vida de nômade como desenvolvedor em minhas viagens vem comigo conhecer mais do mundo Front Beginners. Follow us: Instagram: @Frontbeginners ",Tecnologia|hmtl|css|react|javascript|desenvolvedor|front-end|programador|T.I|tech|programacao|como se tornar programador|como estudar programação|Desenvolvedor front end,https://www.youtube.com/channel/UCWox-4vjxlV11PjoK9dOxtg
