position,id,title,description,publishedAt,defaultLanguage,country,viewCount,subscriberCount,videoCount,thumbnail,keywords,topicDetails
91,UCk71uF2e0Df2PG98p5BG0tg,"odair Elau Nunes JAVA","Benção das Nações ",2023-05-09T07:32:02.299136Z,,,120,4,3,https://yt3.ggpht.com/YCul93uC9ClhO24DbovWcEAPAZUJPJl3lxi9Y-D3xo4yrNXQzMBaZOSrzn-ZrFPBpMZHqo4ZUA=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Religion|Society (parent topic)"
92,UC851DyG54qugIJW6HBMZBTw,"Gatica o Lobão do Java","Opiniões sobre programação totalmente IMPARCIAIS do lobão do java ",2016-01-26T21:17:31Z,,BR,27483,719,10,https://yt3.ggpht.com/PtyNd7wY6qpXrHtsXBXGJi-RfnpXv7Sq9cUMhEganu3xRt4pZL9KfSrEbISGqcRx6JBCR_z6cWU=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Gaming (parent topic)|Lifestyle (parent topic)"
93,UCuS5U9eDpTZVWnJcBYxhVBA,"doZeroAoBásico em Programação JAVA","O minicurso ""doZeroAoBásico em Programação JAVA"" tem como objetivo criar um conjunto de passos e informações necessárias a serem seguidos para compartilhar conhecimento de forma simples e menos maçante possível. No material será apresentado as etapas necessárias para aprender o básico sobre configuração de um ambiente para desenvolvimento de aplicações utilizando a linguagem Java, além dos principais conceitos básicos utilizados. ",2024-09-30T14:39:11.834039Z,,BR,50,1,7,https://yt3.ggpht.com/5WUWShZunsj-uguv9DOdlSeN0ojiV6Wfr2tg2LT4XLZhOPL2ZHz3qzmkOsyNSWxJDXWUt17X5Q=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
94,UCVBDjKHyPZEN0NFdSo7mnWQ,"Java Fácil","Busco ensinar a programar na linguagem java de forma efetiva. pode chamar meu método de ensino de Java puro e aplicado Estudei a linguagem de programação java durante 10 anos e hoje estou aqui para passar um pouco desse conhecimento para vocês. Iaí, vamo aprender java de verdade ?",2020-04-23T01:48:20.364737Z,,,82,9,2,https://yt3.ggpht.com/ytc/AIdro_l_9IAeI7uCRvjczosh0Ew97LLH1e6HX_1X2GnhYJdwyw=s800-c-k-c0x00ffffff-no-rj,java,"Knowledge|Technology|Lifestyle (parent topic)"
95,UC62cAGfs_CytEXThlc8KB7A,"Profissionais Java","Canal dedicado ao ensino, aprendizado e troca de informações entre pessoas que curtam, gostem, trabalhem ou queiram aprender Java e as tecnologias que rodeiam esta fabulosa linguagem de Programação.",2014-11-09T15:48:58Z,,,0,470,0,https://yt3.ggpht.com/ytc/AIdro_lmr5-GcZ5ryisOWw0St_AOXIk03pnKTzog-1nxWM5qOg=s800-c-k-c0x00ffffff-no-rj,"Java|Android|Javaweb|Profissionais Java|Orientação a Objetos",
96,UCS3iWo9x7Ao4I1kRQ3Qemow,"Canal do Java","Opa galera estou aqui pra fazer vários desafios e pegadinhas e muita mais muita zoeira então este canal só está começando, tamo junto Vlw Flw 😜",2016-02-11T22:01:27Z,,BR,2743,85,10,https://yt3.ggpht.com/ytc/AIdro_mJWPbgX9VSbMtCloi-seLzl5Tyes6F7kKsPsmmmkD5PMg=s800-c-k-c0x00ffffff-no-rj,,"Action-adventure game|Gaming (parent topic)|Lifestyle (parent topic)|Action game"
97,UC24gupgWhJaOvy19JGkXWQg,"JAVA BRICKS",,2019-01-11T17:26:59Z,,,1315,46,9,https://yt3.ggpht.com/ytc/AIdro_mf--T2HDMPe6x-OQc7-ART3kEY0THSjSaPm_xSYIypEw=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
98,UC5bY-_0ZBmChdsfE43fQjRw,"Java - Topic",,2023-10-03T14:14:14.764618Z,,,2698479,1540,77,https://yt3.ggpht.com/3Qsih6hwm12-DL-wShbe-ejJrnWzIwSB4cbSb74TjzmxksV5I_ncd7nZkLgvlGgchgfVj9VzHPg=s800-c-k-c0x00ffffff-no-rj,,"Reggae|Pop music|Music (parent topic)|Hip hop music|Electronic music|Rock music"
99,UC7gJ4SstLJAcU-ovIQekY9w,"DJ Java 22 - Topic",,2022-08-22T18:09:10.792923Z,,,0,8,0,https://yt3.ggpht.com/7RqzQbk2u-4TOobWm_Jt59dO65N_iN33sqUBZF7_DRRk3CoEku6ltih-KcVEJZz1OeUHmMU3pg=s800-c-k-c0x00ffffff-no-rj,,
100,UCoQVBNZNTeWXGsHp8WBvhoQ,Java,"JAVA © Canal de musicas RAP. inscreva-se para receber todos os novos vídeo!",2018-02-10T06:06:09Z,,,11,1,1,https://yt3.ggpht.com/ytc/AIdro_lDFt4pvIAZ7EsWx0a_ZNd-UB60QWnYPbBBoNUdIXM=s800-c-k-c0x00ffffff-no-rj,,
101,UCmQXugi0QzzWvKTV52DsaJw,"Java Programming for Beginners","This videos are related to Java Programming language concepts based on SPPU SE computer engineering PPL theory subject",2020-03-30T07:12:27.393934Z,,,2869,30,17,https://yt3.ggpht.com/ytc/AIdro_nkHMdD8-iph0EM_9XXOHFTX5yr1_08Pyl5RsRmTC8NcKJnWauEhfigEgk72JRwumN-OA=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
102,UCNVuLKaKdDhJSbZzdRvgrxQ,"Code Decode",,2018-08-25T16:39:30Z,,IN,19564225,161000,311,https://yt3.ggpht.com/gPJVp82hokmORsNl4tXdFST4fXgler-R8zsc_Lrvclvg8hkBUsS8uWxVM1yWujVoE9XNwFTWuA=s800-c-k-c0x00ffffff-no-rj,"java|angular|tutorial|microservices|java tutorials for beginner|angular tutorial|code decode|angular tutorials for beginners|java tutorial|java tutorials for beginners|git and github|git crash course|interview questions code decode|java interview questions|code decode interview questions and answers|java interview questions and answers|java 8 interview questions|code decode design pattern|design pattern interview questions","Lifestyle (parent topic)|Knowledge|Technology"
103,UCZ096iQ_GfYukqwIiZZk5HA,java,,2022-06-27T12:41:28.6319Z,,,30,12,2,https://yt3.ggpht.com/hSZICeqeGTn2ExCabhaqUyJe7G1rN4ETF-wBc0cXTsMGk5KJPDrN7mOVBhdA2mvi6BKGg51W=s800-c-k-c0x00ffffff-no-rj,,"Role-playing video game|Gaming (parent topic)|Action-adventure game"
104,UCo0BugGNnRax9vCrWl7l86g,"Java - Desktop","Pequenos softwares desenvolvido em java. Criado de forma simples e funcional.",2016-02-19T21:02:04Z,,BR,425324,2690,267,https://yt3.ggpht.com/ytc/AIdro_nB2v8wZxK1y8-aNr-kzvLGdTFTiyi9wj_ox8g1usj_iA=s800-c-k-c0x00ffffff-no-rj,java|desktop|SISTEMA|PROGRAMA,"Knowledge|Technology|Lifestyle (parent topic)"
105,UCRaadZ0Sv--mK7M0mbwOZ1A,JAVA,"- JOVENS ATIVADOS VIVENCIANDO O AMOR Somos JAVA 🔥🤍",2019-06-30T06:39:06Z,,BR,6378,108,36,https://yt3.ggpht.com/OX8VqUfqNlA81ow_ldY04a39Ijif4GBcH1d0GAi1FrBtbeY97dI8T0Zgsfd-ZwO-lYqfu53i=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Religion|Christian music|Music (parent topic)|Society (parent topic)"
106,UCetz6lyIoXzbTnarr7mRqfw,Java,"Se você deseja melhorar suas skills no Clash Royale, esse definitivamente é o seu lugar!",2016-10-10T07:48:59Z,,,71,7,2,https://yt3.ggpht.com/ytc/AIdro_k32BpbiVnU-JIDar5_mt8l8KGl53vk0VPntVW--JxjOQ=s800-c-k-c0x00ffffff-no-rj,,"Gaming (parent topic)"
107,UCYt1xAAYU4ysf5wJuR7dvyQ,"TriadWorks - Ensino e Formação Java","Canal de ensino da TriadWorks onde iremos compartilhar nossas experiências, dicas, conteúdo e informações relevantes da comunidade e muito mais. Ensino e Formação Java. Cursos de Lógica de Programação, Java e Orientação a Objetos, Java para Web, JSF 2 com Spring, Persistência com JPA 2 e Hibernate",2015-01-02T13:59:59Z,,BR,40675,839,75,https://yt3.ggpht.com/ytc/AIdro_lnvSTqMzi2RfmfnSgxxF0NRPp4nNZmjdr3qHa2Qst6dbk=s800-c-k-c0x00ffffff-no-rj,triadworks|ensino|java,"Lifestyle (parent topic)|Knowledge|Technology"
108,UC9-CFkNf9AwjyD7vrnVk11A,"java iniciante","Java iniciante",2020-04-23T10:06:21.83678Z,,,4230,17,5,https://yt3.ggpht.com/ytc/AIdro_nfnCfp8SVxCP9AqNwGK8cFmq8Txe0rTT_6UQgr2ao=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
109,UCeVRQI5H9vWLIw_LvUYW8_A,"Java Para Android",,2015-06-10T17:28:22Z,,,2131,18,1,https://yt3.ggpht.com/ytc/AIdro_lI-hprMTL1GOnKkjYdWLuGxhkxHZOF5bbmFehPLfKA=s800-c-k-c0x00ffffff-no-rj,"Java|Android|Java para android",
110,UCmC3sKhd_kNq-Cq3VjRKa8Q,"Full-Stack completo em Java Web - Depoimento",,2019-08-11T00:19:17Z,,,56,1,1,https://yt3.ggpht.com/ytc/AIdro_l-BuMjcaPW_ZU-pyC47NPMKuC7K1G8-saC2zAh95-O5g=s800-c-k-c0x00ffffff-no-rj,,
111,UC-_9YuCAHQbNp6Ss4tBUeZA,JAVA,"Bem vindo meu canal rumo 50k ",2020-01-04T17:26:02.450716Z,,BR,137951,2410,305,https://yt3.ggpht.com/ytc/AIdro_nKxs987RhN2GVwk6JccLaUxn-_zdjJpY_YrUXHyJjpslI=s800-c-k-c0x00ffffff-no-rj,"JAVA|REGEDIT|x1|4x4|JAVA Oficial|jogando com inscritos","Role-playing video game|Action game|Gaming (parent topic)|Action-adventure game"
112,UCi-2Zc_mQ29JfxbcQQjE-fA,"Java Corner","Welcome to Java Corner channel. This is the place for students who want to study programming from beginning. Mainly, the tutorials are oriented on Java programming language, but will not limited to only Java.",2022-08-17T19:26:17.262547Z,,DE,2837,75,13,https://yt3.ggpht.com/VZca00s8UL_ysnYoeAy_5JK6WglXq343c0Kcq3X_udb8OxSwyJ98imREtDcO1fzgZqR9jrMGSQ=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
113,UCadEq4O0Y7o8KgVnARRzp0w,"Java 8","Its Java Language Complete Tutorial Using Java 8 for Programmers. In This We Used Java's Latest Version of Sdk Released by SUN Micro Systems Jdk 8.. Subscribe Our Channel Java Language Complete Tutorial Using Java 8 To Get Latest Updates On Java Thanks Slower Java Tutorial : https://www.youtube.com/watch?v=9oBYD887nJY How to Install Java & Eclipse : https://www.youtube.com/watch?v=7wnIXDNHW_A In this Java programming Tutorial I'll teach you all of the core knowledge needed to write Java code in 30 minutes. This is the most popular request from everyone. I specifically cover the following topics: primitive data types, comments, class, import, Scanner, final, Strings, static, private, protected, public, constructors, math, hasNextLine, nextLine, getters, setters, method overloading, Random, casting, toString Easy to follow step by step Java programming tutorial. https://www.youtube.com/channel/UCadEq4O0Y7o8KgVnARRzp0w/ Learn all java here",2016-10-01T12:38:38Z,,PK,2631,41,108,https://yt3.ggpht.com/ytc/AIdro_nbsdvwC4QSE2WQddipbqVBWLfIe-XUTdebAoie3d37kA=s800-c-k-c0x00ffffff-no-rj,"Java|netbeans|eclipse|programming|language|tutorial|coerce|java|java for","Technology|Knowledge|Lifestyle (parent topic)"
114,UC0-PnV9cnpBq-AvhcqBRYlA,"Jogos Java","Trago Cada Tipo de Jogos Java!",2019-04-21T20:29:11Z,,,3846,41,32,https://yt3.ggpht.com/ytc/AIdro_mpQDvhEnzPghOX9E-kOeS8n_2O_BaoKE8_e4OoL6MaBw=s800-c-k-c0x00ffffff-no-rj,,"Role-playing video game|Gaming (parent topic)|Action game|Strategy video game|Action-adventure game"
115,UCaUpomywYF5pP9ZEwqGARfw,"Jon Java","Desenvolvedor Java à procura de uma tão sonhada vaga, jornada do 1 ao X dias procurando! Orem por mim! Habilidades: Java + Spring boot Habilidades também: React + Figma ",2023-03-14T03:46:16.186022Z,,BR,9,414,1,https://yt3.ggpht.com/on7stCBOPOEOkyJd-iThAGuctA-roy0xHzc1M0XXDi0WEtMmKLUxl9IjwHR7gjEIp0eh7EDzxw=s800-c-k-c0x00ffffff-no-rj,frozen|disney|roblox|musica|anna|elsa|piseiro|kids|crianca|danca|tiktok|kwai,
116,UCdviVieSfrixxqFKB0kePWw,Javaら,"HFFとかRoblox、gang beastsとかやってます ※当チャンネルのゆっくり動画は、【東方Project】を基にした二次創作です。※ ",2024-11-26T09:54:04.477431Z,,JP,25,3,3,https://yt3.ggpht.com/6xMEHy534kXSTDsQvkN5vDhqjIBdsZlWWR00By4T3tT30fvo0aOs-MNbdzREuGapiZrvQxWa=s800-c-k-c0x00ffffff-no-rj,,"Gaming (parent topic)"
117,UCHKF102q38fISarmBayDoSg,JAVA,,2018-12-17T06:50:22Z,,,241,11,6,https://yt3.ggpht.com/ytc/AIdro_lCuyYQ4JfItk61EP-j2ETBw555N6ZIwGrK1kQ0MBeS8g=s800-c-k-c0x00ffffff-no-rj,,"Action-adventure game|Gaming (parent topic)|Action game"
118,UCrEc_WnZwxMqzwtL5l97I6g,"equipe manejo do java java","Equipe nota 1000",2017-10-08T15:01:26Z,,,934,22,5,https://yt3.ggpht.com/ytc/AIdro_kn0_vhKTVWOQr0vgHfH_8rGL0fNJbz-nAm-jJVc_4AKg=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Hobby"
119,UCTwF2y-D89NaB5G7Kb3DFVQ,"games Java","Canal mostra diversos tipos de jogos do mundo Java venha reviver novas histórias com velhas lembranças, 2 jogos todos os dias. Agora novos jogos da antiga era ps2 pra celulares (Android) e + vídeos dos melhores games diversos, venha viver nessa aventura gamer 💥🚀🕹️🗿🎩 diversos jogos pra você se divertir Saiba aonde adquirir os melhores jogos entre em contato conosco através do WhatsApp 83993020371 ",2022-12-18T03:00:31.754932Z,,,209626,7960,219,https://yt3.ggpht.com/t6_LQccVkqnty6HJwxWnwJR0kny9wiMp0kjzXIlUsqz2_MVepQ-LzJuW75LimJ4fsA5AF_UEzg=s800-c-k-c0x00ffffff-no-rj,,"Action-adventure game|Gaming (parent topic)|Action game|Role-playing video game"
120,UCn52e_au3wZoxNvJ1jIniIw,"Desafio Java","Neste ano de 2024 irei realizar o Desafio Java, um estudo do java desde a versão 1.0 até as versões mais recentes. Em algum momento irei direcionar o estudo apenas para as tecnologias WEB. O principal objetivo é aprender mais sobre testes, padrões de projetos e arquitetura de software. ",2024-01-01T12:45:07.581312Z,,BR,28,2,3,https://yt3.ggpht.com/ju0h40_w1L3GtVmTIQ2sQBJYDAP7a6J_ahqMGKpYlZ_2BzdXfXMDa3WV8_PaMrIeNKj09YNYNA=s800-c-k-c0x00ffffff-no-rj,"Java|Desafio Java|Java em 2024",Knowledge
121,UCqcrA3XWMvkFotZ4WNgBMsg,"Java, javaee, javafx e relacionados","Vídeos sobre a tecnologia Java no geral.",2013-07-26T05:03:25Z,,BR,85717,419,46,https://yt3.ggpht.com/ytc/AIdro_mv14mWlI_DpzF84UaRoC_lWFAmktxuteA80NAt8XAZSA=s800-c-k-c0x00ffffff-no-rj,java|programação|javafx|javaee,"Lifestyle (parent topic)|Technology|Knowledge"
122,UCDspsHI0HVNCXMwirSKMIDA,"Arquivo java","Canal de #tutoriais, #app's, #jogos, etc. Criado em #2017 #tag ----------------- #Android #Arquivo #youtube #game #jogos #tutoriais #app",2017-05-20T04:55:54Z,,,3598,39,16,https://yt3.ggpht.com/ytc/AIdro_nQSN_XC1cxAr78YwwTEHVhyFY0_7l1NAwl8LM_2xTtpw=s800-c-k-c0x00ffffff-no-rj,arquivojava|arquivo|java|tutoriais|android|jogos|gratis|de|graça|ganhar|dinheiro|na|internet|melhores|videos|tudo|para|celul|pc|computador|computadores,"Lifestyle (parent topic)|Technology|Movies|Hobby|Entertainment (parent topic)"
123,UCijP3hEeIAKgRrfpc2g0YPg,"Desenvolvimento em Java","Compartilhando o conhecimento",2020-11-12T02:24:59.564787Z,,,65,3,2,https://yt3.ggpht.com/ytc/AIdro_lwhb2gW04J-q7EwsMX9sfrMj4tiDqjTuyvXJpSEtDGaQ=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
124,UCywi45OjC7Zmt_m5WKJl1eg,Java,,2013-02-10T00:57:03Z,,,1674,13,19,https://yt3.ggpht.com/ytc/AIdro_nDS0WQX64l8YX-5sgLss23o7oi9A1iE8YuFdQFUbHDAuU=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Hobby"
125,UCChlRoK3ZjxChTxslkgxHmw,"java- lee","Se iscreve ai pessoal...😎",2018-08-09T13:48:37Z,,,255,34,3,https://yt3.ggpht.com/ytc/AIdro_kNqIPo-MiZ1OyYMjqtmgsuaPk0OTCY2LxSlohImNNeyQ=s800-c-k-c0x00ffffff-no-rj,,"Action game|Gaming (parent topic)|Action-adventure game"
126,UCDHnSKmS5AC6S43J72bbu-A,"Java Br",,2015-03-16T09:51:26Z,,,357,65,15,https://yt3.ggpht.com/BV92y2kyYBBr6OkR_jR5xiMXN9fcWWp2b6kN3hOHPvSNT9_4OlMapYJ0AFN3soVHsvRH7azC7Q=s800-c-k-c0x00ffffff-no-rj,,"Action game|Gaming (parent topic)|Action-adventure game|Role-playing video game"
127,UCndJ87czDJn_OiN6SWcz9HA,"Java Avita - Topic",,2025-03-19T15:50:40.770029Z,,,71,5,3,https://yt3.ggpht.com/nI7saeFXOJSh4XJNz1QpxIDkLjYSD_CfhKiv0mF_ymqGubNUuVSEwYwVqbeLH5wCdSvaan0lrg=s800-c-k-c0x00ffffff-no-rj,,"Music (parent topic)"
128,UChUPFm9biLUPA5b_nRL-y6g,"Grupo de Estudo Java - Sobral","O grupo de estudo Java é um projeto de extensão da UFC direcionado aos alunos de escolas técnicas e de cursos superiores da cidade de Sobral-CE",2020-07-05T19:43:54.023635Z,,,4644,23,2,https://yt3.ggpht.com/ytc/AIdro_kJlzzllBd9Xt2TJ0MSkGZSAYcoPmKzhbD_bsSw0zHW=s800-c-k-c0x00ffffff-no-rj,,"Technology|Knowledge|Lifestyle (parent topic)"
129,UC1y725OWam_1zKCWdLsbGtA,"Gustavo Java","Desde menino vivi em um ambiente de vendas, onde muitas coisas aconteceram na minha vida. Para aqueles que sabem esse sorriso no rosto foi algo difícil devido aos caminhos que a história nos proporcionam, mas eu sempre acreditei em uma coisa. Há momentos de plantar, de colher e de transbordar, compartilhar com o próximo o conhecimento, pois se tem uma coisa que aprendi e quero deixar por aqui é um legado. Com muitos desafios resolvi encarar mais um, resolvi compartilhar meus conhecimentos para mostrar que todos aqueles que vivem de vendas de bebidas podem sim ter uma vida extraordinária.",2023-10-17T06:21:36.739814Z,,,143,9,1,https://yt3.ggpht.com/Vl91ad3DSihJg8hrAtNoGgMMtp7v01DOkXSZJCgPnE-VTWP2jngWXK9wtByLcRpz4lJXOGyM94s=s800-c-k-c0x00ffffff-no-rj,,
130,UCfPXkR-nIheLi3vMaXmCInA,"Java Total","Somos uma organização não governamental, nosso objetivo é a inclusão digital para todos.",2020-06-16T15:37:04.437528Z,,BR,979,5,48,https://yt3.ggpht.com/ytc/AIdro_lEfCgFu3bL5Gb0ToyAd7ikOT33pSw9kzhxsPW0MdLuDt0=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)|Knowledge|Technology"
131,UCmY3wVoHLfrZ0J101FrEklA,💧JAVA💧,,2025-10-26T08:27:00.161587Z,,,0,95,0,https://yt3.ggpht.com/6ov3PGjXRG5FlipjHtlEnQVL_Y-DCUWZbOXY1HOs3g63Y-gpmWeclG-C-qts9YF-gr596Q-5=s800-c-k-c0x00ffffff-no-rj,,"Entertainment (parent topic)|Movies"
132,UCzj28aTzCPiJLqjeLyG8iEA,"Java Curioso","Um canal para programadores backend que utiliza Java como linguagem de programação. Apresentamos aqui alguns cenários do cotidiano de um dev Java, ajudando em boas práticas, conhecimento de novas ferramentas e designs e modelagens para um bom projeto. O foco é sempre apresentar cenários e soluções com o uso de boas práticas.",2022-11-22T20:48:32.139Z,,BR,286,26,3,https://yt3.ggpht.com/6PqLLL5cblcqgZdKuwljiTCpdSk3mqilDzwneQedZP3767abgOP7MpVasecZXQuXBQ9ZtqqF4g=s800-c-k-c0x00ffffff-no-rj,"java|Java|Backend|BackEnd|backend|back-end|lombok|Lombok|spring|Spring|spring-boot|programação java|spring boot|String Boot","Knowledge|Technology|Lifestyle (parent topic)"
133,UCj7F2EZpOY5BsTKRwrmE5Dg,"NINJA - Núcleo Integrado em Java e Aplicações","Aqui você encontra aulas e dicas de Programação Orientada a Objetos com Java; entrevistas variadas sobre carreira em TIC; palestras e minicursos interessantes. Este canal é mantido pelo Prof. Marcos Vinicius de Andrade Lima, docente no Campus da Universidade Federal do Ceará em Russas e pesquisador no LINCE (Laboratório Interdisciplinar de Computação e Engenharia de Software - UFC/Russas). Temas de Pesquisa: Tecnologias Educacionais e Acessibilidade Virtual.",2016-06-19T17:32:47Z,,,24968,152,13,https://yt3.ggpht.com/ytc/AIdro_mZ4PcvRNcTtN2FY_KIQwprflOg_sESgcDPVILGchLIJw=s800-c-k-c0x00ffffff-no-rj,Java|POO|TIC|Programação,"Technology|Knowledge|Lifestyle (parent topic)"
134,UC-1O06vmvH-tvyEEYVhMYxQ,"Formação completa em Java Web - JSF","Formação completa com mais de 450 vídeos aulas Frameworks usados no curso.",2018-08-20T21:55:17Z,,BR,2,2,1,https://yt3.ggpht.com/ytc/AIdro_kqw6WqQYhSZqnIgq0J7GcKQA-EU0OKvWBB9rTCTyy3fQ=s800-c-k-c0x00ffffff-no-rj,"cursojavaavancadocursosti|hibernate|angularjs|jsf|tomcat|iReport|primefaces|sql|postgresql|jpa|java avançado|alex fernando egidio|spring framework|java web|javaserver faces|spring restful|curso java|eclipse spring data jpa|spring security|curso de jsf|curso de primefaces|crud hibernate|exemplo hibernate|javaserver pages|controller spring|spring mvc|curso de java|projeto java web|curso de angular|spring boot|restful api|rest api",
135,UCzKSkPmlbLcoLpITNJFmCfw,"Productive | Java Programming","Welcome to TVL-ICT - Productive (Java) of HRA's YouTube Channel! Step into the dynamic world of code, creativity, and camaraderie. We're thrilled to bring you a front-row seat to our class's journey through the realm of computer programming, focused on the captivating language of Java. This channel is your exclusive gateway to witness our collective exploration, experimentation, and exciting projects. As students of Holy Rosary Academy of Las Piñas City, we've embarked on a shared mission to unravel the intricacies of Java programming. From coding challenges that spark our problem-solving skills to unveiling the inner workings of our Java applications, each upload is a testament to our dedication and growth as aspiring programmers. Whether you're a fellow student, a programming enthusiast, or just curious about what happens behind the screens, we invite you to be part of our community. Let's explore the exciting landscape of coding together! ᵕ̈☕︎ ☕📶💻⚙️🧩💾🗄🌐📁🛠🔗💿👨‍💻 ",2022-11-25T06:35:06.455389Z,,PH,88,20,9,https://yt3.ggpht.com/vbrLWbP6FwNA7HtmLlF15mcWobuhvyIZb70HmZC31d4Z9-kYZt3x8oLduIH7Pysoy9sjcbuz-w=s800-c-k-c0x00ffffff-no-rj,"Java|12-Productive|TVL-ICT|HRA|Java Programming|Java NC III|Holy Rosary Academy|Holy Rosary Academy of Las Piñas City|Productive Java","Lifestyle (parent topic)|Knowledge|Technology"
136,UC_oKx3wLHNfvnAcmYaz0Xlg,"Java Café e Conceito","O Java Café e Conceito é uma cafeteria que oferece café de grãos especiais e produtos de altíssima qualidade. Nosso cardápio é cuidadosamente elaborado para proporcionar uma experiência única aos nossos clientes. Além disso, nosso atendimento é impecável, garantindo que você se sinta especial em cada visita. ",2024-07-10T21:08:11.836678Z,,BR,7896,14,25,https://yt3.ggpht.com/G-Nyf5Rb3LOYzr7R9_EQ2VskYGe5MqBElAYzMJyBZAGnWe-yf2jgJf2V6exsYP2yqVXC3TftIg=s800-c-k-c0x00ffffff-no-rj,café|java|cafeteria|maringá|almoço|brunch|breakfast,"|Lifestyle (parent topic)|Food"
137,UCgfW97qEGfSpnXcTE3ijobQ,"link mineiro JAVA",,2025-07-19T21:27:46.081964Z,,,169,1,2,https://yt3.ggpht.com/hy7158rmDJ3najkmp8MWlYs2hmrooGqGER1TlF_5fYWvRxzUhxovh397qnxRiyOjz-U6IIi3=s800-c-k-c0x00ffffff-no-rj,,"Gaming (parent topic)"
138,UCkHAlEwosrvzVBVMZZHsofg,Java,"MC. MOTOS",2018-05-28T14:26:38Z,,,4218,16,22,https://yt3.ggpht.com/96g9wF1f8RbCbTHZB1g20Ma5h9fNe_duDoCuZk8K93qRzRgShbS3mQObq7V1sZqHU9jOSoZ7oQ=s800-c-k-c0x00ffffff-no-rj,,"Lifestyle (parent topic)"
139,UCAF9msxjj9p7LQXiv5flpvQ,"The Java OceAN","This channel contains technical videos on the Java Programming Language, Object Oriented Programming and Software Engineering Principles.",2022-01-26T08:39:40.689596Z,,,1648,6,23,https://yt3.ggpht.com/zGPj10FaB-4jX1Mr9RfR0dCw0Wxeo6WBCJTdA7i95fvXkIu9FSX0CNphTPJ6RQEwPiCPtFehUZk=s800-c-k-c0x00ffffff-no-rj,"Java|Tutorial|Interview|Questions|Concepts|Java Tutorial|Java Playlist|Java Basics|Complete Java Tutorial|Java interview","Lifestyle (parent topic)|Knowledge|Technology"
140,UCU0owgb4asyBlsK1_Xd8xxg,"Amigos do java","Caçada de javalis ",2024-01-16T00:19:17.301944Z,,,5726,12,10,https://yt3.ggpht.com/2G4ORQ766A2p9wxsTnyMHIjtS6AKToAtsXoCyWxBwBzQ4zOn9HpOVpe34k112RUo185m5NZd=s800-c-k-c0x00ffffff-no-rj,,"Pets|Lifestyle (parent topic)"
141,UCkTW0DsI9HV-t1Q1o0VeGeA,"Java Games","Um canal de Jogos Java.",2020-01-20T20:45:19.532085Z,,,108809,475,108,https://yt3.ggpht.com/bsKDayGqlIt4t7OQ6PK0eV8_snhc4tEF7t5kZSmCYgkM4F7KheSO4O-H0ftxFOaTDUjAOMj-zw=s800-c-k-c0x00ffffff-no-rj,,"Role-playing video game|Action-adventure game|Gaming (parent topic)|Action game|Strategy video game|Racing video game"
142,UCgrH_Za-uSx2u39_47rYKCg,"Java Tech","As inovações tecnológicas têm trazido muitos benefícios para nós, tanto no âmbito pessoal quanto profissional. Uma das principais vantagens é a facilidade de acesso à informação. Com a internet, podemos ter acesso a uma grande quantidade de conhecimento em questão de segundos, o que é fundamental para a tomada de decisões e para o aprendizado contínuo. Além disso, as inovações tecnológicas também têm melhorado significativamente a comunicação entre as pessoas, permitindo que as pessoas se conectem facilmente, independentemente da distância. Conheça nosso canal no Youtube agora e fique por dentro das últimas tendências e novidades da tecnologia. Análises de produtos, dicas e tutoriais em primeira mão, e uma comunidade ativa de seguidores para discutir tudo sobre tecnologia. Não perca a oportunidade de se manter informado, acesse nosso canal agora! ",2023-01-22T05:29:49.579654Z,,,60,2,1,https://yt3.ggpht.com/FOXkqfnOLiITuq2SYW5jfqiPD3v3g_4dtON3H5WFVqf_zIlKW60ZbbFbLmJRElXqXLG0fmruqcU=s800-c-k-c0x00ffffff-no-rj,,
143,UCvd-Wi1KQ978ASV5fDx0Mwg,"Java Tech","tutorias tech pc e mobile 🤓☝️",2024-03-08T00:55:22.093827Z,,,22,3,1,https://yt3.ggpht.com/y0HrD9XO3a-JkB-tBBPYZQ6KcRmsHAzjNNjeIma7K9kIzclRgTIYwcMNNevCLNHajwHbB1cbzw=s800-c-k-c0x00ffffff-no-rj,,
